class_id,class_name,confidence,x1,y1,x2,y2,width,height,center_x,center_y
0,noteheadBlack,0.8903905749320984,1172.1524658203125,199.5616455078125,1198.8829345703125,221.67958068847656,26.73046875,22.117935180664062,1185.5177001953125,210.62061309814453
0,noteheadBlack,0.8875043988227844,1903.5650634765625,199.49745178222656,1929.9954833984375,221.39999389648438,26.430419921875,21.902542114257812,1916.7802734375,210.44872283935547
0,noteheadBlack,0.8870957493782043,1488.5572509765625,199.6071014404297,1514.8311767578125,221.55555725097656,26.27392578125,21.948455810546875,1501.6942138671875,210.58132934570312
0,noteheadBlack,0.8850393295288086,1053.48388671875,199.6295928955078,1080.10498046875,221.51129150390625,26.62109375,21.881698608398438,1066.79443359375,210.57044219970703
4,beam,0.8838507533073425,1511.99755859375,126.60638427734375,1929.540283203125,166.14767456054688,417.542724609375,39.541290283203125,1720.7689208984375,146.3770294189453
0,noteheadBlack,0.879906952381134,1784.7581787109375,199.6650390625,1811.1932373046875,221.39736938476562,26.43505859375,21.732330322265625,1797.9757080078125,210.5312042236328
25,rest32nd,0.8754104375839233,875.300048828125,166.728515625,904.9660034179688,240.46632385253906,29.66595458984375,73.73780822753906,890.1330261230469,203.59741973876953
25,rest32nd,0.8686114549636841,321.8253173828125,166.39730834960938,351.3618469238281,240.5305633544922,29.536529541015625,74.13325500488281,336.5935821533203,203.46393585205078
8,rest8th,0.8540017604827881,1349.9176025390625,186.18630981445312,1370.0606689453125,220.73268127441406,20.14306640625,34.54637145996094,1359.9891357421875,203.4594955444336
8,rest8th,0.847578763961792,737.1832885742188,186.22166442871094,757.6310424804688,220.931884765625,20.44775390625,34.71022033691406,747.4071655273438,203.57677459716797
8,rest8th,0.8125205039978027,1963.2022705078125,186.1667938232422,1983.0142822265625,220.8633270263672,19.81201171875,34.696533203125,1973.1082763671875,203.5150604248047
3,barline,0.7231523990631104,842.572021484375,159.72763061523438,846.8301391601562,241.6534423828125,4.25811767578125,81.92581176757812,844.7010803222656,200.69053649902344
30,flag32ndUp,0.6844364404678345,286.7909240722656,128.85928344726562,307.76690673828125,206.22967529296875,20.975982666015625,77.37039184570312,297.27891540527344,167.5444793701172
3,barline,0.6784784197807312,2067.99169921875,158.99118041992188,2072.0556640625,239.9800567626953,4.06396484375,80.98887634277344,2070.023681640625,199.4856185913086
